County,WeekStartDate,ProbableCases,ConfirmedCases,TotalCases,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,dtm_updated
Thurston County,1/17/21,32,346,378,67,141,76,68,19,6,1,2021/04/12 14:53:23
Thurston County,1/24/21,40,253,293,46,104,50,62,23,7,1,2021/04/12 14:53:23
Thurston County,1/31/21,38,204,242,54,61,57,39,20,10,1,2021/04/12 14:53:23
Thurston County,2/7/21,30,96,126,23,40,29,19,10,5,0,2021/04/12 14:53:23
Thurston County,2/14/21,51,110,161,38,41,42,16,19,5,0,2021/04/12 14:53:23
Thurston County,2/21/21,33,121,154,25,55,30,29,11,4,0,2021/04/12 14:53:23
Thurston County,2/28/21,24,97,121,28,29,32,22,9,1,0,2021/04/12 14:53:23
Thurston County,3/7/21,13,109,122,21,27,39,23,10,2,0,2021/04/12 14:53:23
Thurston County,3/14/21,19,103,122,26,40,22,20,11,3,0,2021/04/12 14:53:23
Thurston County,3/21/21,28,147,175,28,63,47,20,14,3,0,2021/04/12 14:53:23
Thurston County,3/28/21,39,133,172,28,57,43,36,4,2,2,2021/04/12 14:53:23
Thurston County,4/4/21,44,99,143,28,43,37,19,12,4,0,2021/04/12 14:53:23
Thurston County,4/11/21,0,2,2,0,0,2,0,0,0,0,2021/04/12 14:53:23
Wahkiakum County,3/29/20,0,2,2,0,0,1,1,0,0,0,2021/04/12 14:53:23
Wahkiakum County,5/3/20,0,2,2,0,0,1,1,0,0,0,2021/04/12 14:53:23
Wahkiakum County,6/14/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Wahkiakum County,6/21/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Wahkiakum County,8/16/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Wahkiakum County,10/4/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Wahkiakum County,10/11/20,0,2,2,0,0,0,2,0,0,0,2021/04/12 14:53:23
Wahkiakum County,10/25/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Wahkiakum County,11/8/20,0,4,4,0,1,0,3,0,0,0,2021/04/12 14:53:23
Wahkiakum County,11/15/20,0,7,7,0,2,1,3,1,0,0,2021/04/12 14:53:23
Wahkiakum County,11/22/20,0,11,11,2,3,0,5,1,0,0,2021/04/12 14:53:23
Wahkiakum County,11/29/20,0,8,8,1,1,2,4,0,0,0,2021/04/12 14:53:23
Wahkiakum County,12/6/20,0,2,2,1,1,0,0,0,0,0,2021/04/12 14:53:23
Wahkiakum County,12/13/20,0,3,3,2,0,1,0,0,0,0,2021/04/12 14:53:23
Wahkiakum County,12/20/20,0,2,2,1,0,1,0,0,0,0,2021/04/12 14:53:23
Wahkiakum County,12/27/20,0,3,3,0,0,1,2,0,0,0,2021/04/12 14:53:23
Wahkiakum County,1/3/21,0,7,7,0,1,3,1,2,0,0,2021/04/12 14:53:23
Wahkiakum County,1/10/21,0,6,6,2,0,1,3,0,0,0,2021/04/12 14:53:23
Wahkiakum County,1/17/21,0,2,2,0,0,1,0,1,0,0,2021/04/12 14:53:23
Wahkiakum County,1/24/21,1,5,6,2,1,1,1,0,1,0,2021/04/12 14:53:23
Wahkiakum County,2/7/21,0,6,6,0,2,3,0,1,0,0,2021/04/12 14:53:23
Wahkiakum County,2/14/21,0,11,11,6,0,2,2,0,1,0,2021/04/12 14:53:23
Wahkiakum County,2/21/21,2,5,7,2,2,1,0,2,0,0,2021/04/12 14:53:23
Wahkiakum County,2/28/21,0,5,5,3,1,1,0,0,0,0,2021/04/12 14:53:23
Wahkiakum County,3/21/21,1,0,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Walla Walla County,3/15/20,0,2,2,0,1,1,0,0,0,0,2021/04/12 14:53:23
Walla Walla County,3/22/20,0,5,5,0,1,1,1,2,0,0,2021/04/12 14:53:23
Walla Walla County,3/29/20,0,8,8,1,0,4,2,1,0,0,2021/04/12 14:53:23
Walla Walla County,4/5/20,0,10,10,0,6,1,2,1,0,0,2021/04/12 14:53:23
Walla Walla County,4/12/20,0,12,12,1,3,5,2,1,0,0,2021/04/12 14:53:23
Walla Walla County,4/19/20,0,33,33,3,4,7,12,6,1,0,2021/04/12 14:53:23
Walla Walla County,4/26/20,0,20,20,2,10,6,2,0,0,0,2021/04/12 14:53:23
Walla Walla County,5/3/20,0,14,14,0,5,4,0,0,5,0,2021/04/12 14:53:23
Walla Walla County,5/10/20,0,2,2,0,2,0,0,0,0,0,2021/04/12 14:53:23
Walla Walla County,5/17/20,0,3,3,0,0,2,1,0,0,0,2021/04/12 14:53:23
Walla Walla County,5/24/20,0,4,4,3,1,0,0,0,0,0,2021/04/12 14:53:23
Walla Walla County,5/31/20,0,6,6,0,0,2,4,0,0,0,2021/04/12 14:53:23
Walla Walla County,6/7/20,0,8,8,1,0,4,2,1,0,0,2021/04/12 14:53:23
Walla Walla County,6/14/20,0,22,22,2,5,11,4,0,0,0,2021/04/12 14:53:23
Walla Walla County,6/21/20,0,29,29,3,10,7,6,2,1,0,2021/04/12 14:53:23
Walla Walla County,6/28/20,0,24,24,2,12,5,1,4,0,0,2021/04/12 14:53:23
Walla Walla County,7/5/20,0,54,54,3,24,15,10,1,1,0,2021/04/12 14:53:23
Walla Walla County,7/12/20,0,55,55,10,15,16,11,3,0,0,2021/04/12 14:53:23
Walla Walla County,7/19/20,0,76,76,15,22,17,13,6,3,0,2021/04/12 14:53:23
Walla Walla County,7/26/20,0,101,101,11,28,30,25,3,4,0,2021/04/12 14:53:23
Walla Walla County,8/2/20,0,76,76,13,19,20,14,6,4,0,2021/04/12 14:53:23
Walla Walla County,8/9/20,0,93,93,6,21,29,29,3,5,0,2021/04/12 14:53:23
Walla Walla County,8/16/20,0,68,68,8,21,16,15,7,1,0,2021/04/12 14:53:23
Walla Walla County,8/23/20,1,43,44,7,13,13,10,1,0,0,2021/04/12 14:53:23
Walla Walla County,8/30/20,1,35,36,6,10,9,9,0,2,0,2021/04/12 14:53:23
Walla Walla County,9/6/20,0,30,30,1,9,8,8,4,0,0,2021/04/12 14:53:23
Walla Walla County,9/13/20,2,36,38,7,10,10,6,3,2,0,2021/04/12 14:53:23
Walla Walla County,9/20/20,1,40,41,8,13,12,6,1,1,0,2021/04/12 14:53:23
Walla Walla County,9/27/20,0,27,27,5,9,6,5,2,0,0,2021/04/12 14:53:23
Walla Walla County,10/4/20,0,22,22,4,8,3,5,2,0,0,2021/04/12 14:53:23
Walla Walla County,10/11/20,0,54,54,6,22,9,12,5,0,0,2021/04/12 14:53:23
Walla Walla County,10/18/20,1,132,133,18,37,28,23,16,11,0,2021/04/12 14:53:23
Walla Walla County,10/25/20,2,166,168,19,61,31,18,11,28,0,2021/04/12 14:53:23
Walla Walla County,11/1/20,2,258,260,39,84,50,32,36,19,0,2021/04/12 14:53:23
Walla Walla County,11/8/20,0,288,288,39,93,70,57,16,13,0,2021/04/12 14:53:23
Walla Walla County,11/15/20,0,276,276,36,95,70,49,22,4,0,2021/04/12 14:53:23
Walla Walla County,11/22/20,2,198,200,21,67,42,43,21,6,0,2021/04/12 14:53:23
Walla Walla County,11/29/20,3,211,214,36,62,56,30,21,9,0,2021/04/12 14:53:23
Walla Walla County,12/6/20,1,259,260,21,88,66,55,24,6,0,2021/04/12 14:53:23
Walla Walla County,12/13/20,9,490,499,31,171,145,103,41,8,0,2021/04/12 14:53:23
Walla Walla County,12/20/20,3,263,266,27,105,72,37,18,7,0,2021/04/12 14:53:23
Walla Walla County,12/27/20,6,240,246,34,80,71,40,17,4,0,2021/04/12 14:53:23
Walla Walla County,1/3/21,5,270,275,40,102,78,33,18,4,0,2021/04/12 14:53:23
Walla Walla County,1/10/21,5,180,185,40,58,48,31,7,1,0,2021/04/12 14:53:23
Walla Walla County,1/17/21,5,106,111,20,31,26,17,8,9,0,2021/04/12 14:53:23
Walla Walla County,1/24/21,7,108,115,18,25,30,21,14,7,0,2021/04/12 14:53:23
Walla Walla County,1/31/21,3,83,86,15,31,15,13,7,5,0,2021/04/12 14:53:23
Walla Walla County,2/7/21,2,76,78,30,17,16,8,4,3,0,2021/04/12 14:53:23
Walla Walla County,2/14/21,0,50,50,10,18,9,7,5,1,0,2021/04/12 14:53:23
Walla Walla County,2/21/21,0,30,30,9,6,5,4,5,1,0,2021/04/12 14:53:23
Walla Walla County,2/28/21,3,14,17,2,4,6,1,4,0,0,2021/04/12 14:53:23
Walla Walla County,3/7/21,0,9,9,2,0,2,3,1,1,0,2021/04/12 14:53:23
Walla Walla County,3/14/21,1,10,11,1,5,1,2,1,0,1,2021/04/12 14:53:23
Walla Walla County,3/21/21,1,17,18,9,6,2,1,0,0,0,2021/04/12 14:53:23
Walla Walla County,3/28/21,1,31,32,16,1,5,9,1,0,0,2021/04/12 14:53:23
Walla Walla County,4/4/21,5,21,26,8,5,4,6,2,1,0,2021/04/12 14:53:23
Whatcom County,3/1/20,0,1,1,0,0,0,0,1,0,0,2021/04/12 14:53:23
Whatcom County,3/8/20,0,9,9,1,1,3,3,1,0,0,2021/04/12 14:53:23
Whatcom County,3/15/20,0,69,69,0,9,10,16,9,25,0,2021/04/12 14:53:23
Whatcom County,3/22/20,0,59,59,1,16,14,14,4,10,0,2021/04/12 14:53:23
Whatcom County,3/29/20,0,93,93,4,15,21,14,15,24,0,2021/04/12 14:53:23
Whatcom County,4/5/20,0,32,32,1,7,7,5,9,3,0,2021/04/12 14:53:23
Whatcom County,4/12/20,0,15,15,0,5,1,2,2,5,0,2021/04/12 14:53:23
Whatcom County,4/19/20,0,10,10,0,5,1,2,2,0,0,2021/04/12 14:53:23
Whatcom County,4/26/20,0,32,32,10,9,7,3,1,2,0,2021/04/12 14:53:23
Whatcom County,5/3/20,0,20,20,4,5,1,3,2,5,0,2021/04/12 14:53:23
Whatcom County,5/10/20,0,20,20,3,10,5,1,1,0,0,2021/04/12 14:53:23
Whatcom County,5/17/20,0,19,19,5,8,3,1,1,1,0,2021/04/12 14:53:23
Whatcom County,5/24/20,0,23,23,8,6,6,3,0,0,0,2021/04/12 14:53:23
Whatcom County,5/31/20,0,14,14,3,7,3,1,0,0,0,2021/04/12 14:53:23
Whatcom County,6/7/20,0,43,43,11,22,4,3,2,1,0,2021/04/12 14:53:23
Whatcom County,6/14/20,0,62,62,16,21,13,5,4,3,0,2021/04/12 14:53:23
Whatcom County,6/21/20,1,106,107,28,24,19,25,10,1,0,2021/04/12 14:53:23
Whatcom County,6/28/20,0,50,50,10,20,13,4,3,0,0,2021/04/12 14:53:23
Whatcom County,7/5/20,0,51,51,8,14,13,13,2,1,0,2021/04/12 14:53:23
Whatcom County,7/12/20,2,73,75,16,27,17,11,3,1,0,2021/04/12 14:53:23
Whatcom County,7/19/20,2,67,69,16,20,16,12,4,1,0,2021/04/12 14:53:23
Whatcom County,7/26/20,0,72,72,17,23,13,11,6,2,0,2021/04/12 14:53:23
Whatcom County,8/2/20,0,54,54,22,16,4,9,2,1,0,2021/04/12 14:53:23
Whatcom County,8/9/20,0,43,43,13,11,8,8,3,0,0,2021/04/12 14:53:23
Whatcom County,8/16/20,0,25,25,3,13,4,3,1,1,0,2021/04/12 14:53:23
Whatcom County,8/23/20,0,45,45,9,16,8,8,4,0,0,2021/04/12 14:53:23
Whatcom County,8/30/20,0,44,44,8,15,13,8,0,0,0,2021/04/12 14:53:23
Whatcom County,9/6/20,0,62,62,12,19,18,6,7,0,0,2021/04/12 14:53:23
Whatcom County,9/13/20,0,80,80,8,27,14,9,11,11,0,2021/04/12 14:53:23
Whatcom County,9/20/20,0,71,71,18,15,15,10,7,6,0,2021/04/12 14:53:23
Whatcom County,9/27/20,0,50,50,6,12,16,6,5,5,0,2021/04/12 14:53:23
Whatcom County,10/4/20,0,68,68,14,18,17,9,8,2,0,2021/04/12 14:53:23
Whatcom County,10/11/20,1,48,49,10,19,8,2,9,1,0,2021/04/12 14:53:23
Whatcom County,10/18/20,0,59,59,15,13,14,8,9,0,0,2021/04/12 14:53:23
Whatcom County,10/25/20,0,55,55,10,20,14,5,3,3,0,2021/04/12 14:53:23
Whatcom County,11/1/20,0,104,104,14,31,29,19,11,0,0,2021/04/12 14:53:23
Whatcom County,11/8/20,2,210,212,37,66,62,36,10,1,0,2021/04/12 14:53:23
Whatcom County,11/15/20,1,301,302,56,117,63,44,17,5,0,2021/04/12 14:53:23
Whatcom County,11/22/20,1,230,231,52,65,51,34,23,6,0,2021/04/12 14:53:23
Whatcom County,11/29/20,1,267,268,56,69,75,39,23,6,0,2021/04/12 14:53:23
Whatcom County,12/6/20,2,219,221,59,79,45,24,11,3,0,2021/04/12 14:53:23
Whatcom County,12/13/20,0,218,218,44,67,43,37,23,4,0,2021/04/12 14:53:23
Whatcom County,12/20/20,0,149,149,21,58,36,24,8,2,0,2021/04/12 14:53:23
Whatcom County,12/27/20,2,367,369,84,99,85,66,18,17,0,2021/04/12 14:53:23
Whatcom County,1/3/21,3,629,632,174,152,118,106,68,14,0,2021/04/12 14:53:23
Whatcom County,1/10/21,4,552,556,133,155,100,100,55,13,0,2021/04/12 14:53:23
Whatcom County,1/17/21,2,365,367,70,113,66,70,36,12,0,2021/04/12 14:53:23
Whatcom County,1/24/21,15,372,387,82,123,83,59,27,13,0,2021/04/12 14:53:23
Whatcom County,1/31/21,30,343,373,120,83,72,73,17,8,0,2021/04/12 14:53:23
Whatcom County,2/7/21,26,205,231,66,55,54,39,11,6,0,2021/04/12 14:53:23
Whatcom County,2/14/21,34,271,305,87,68,48,60,31,11,0,2021/04/12 14:53:23
Whatcom County,2/21/21,21,204,225,62,65,43,37,14,4,0,2021/04/12 14:53:23
Whatcom County,2/28/21,13,189,202,51,57,48,31,9,6,0,2021/04/12 14:53:23
Whatcom County,3/7/21,18,166,184,49,50,43,33,7,2,0,2021/04/12 14:53:23
Whatcom County,3/14/21,25,110,135,43,38,20,20,10,4,0,2021/04/12 14:53:23
Whatcom County,3/21/21,22,156,178,73,36,28,31,6,4,0,2021/04/12 14:53:23
Whatcom County,3/28/21,17,145,162,39,62,42,15,3,1,0,2021/04/12 14:53:23
Whatcom County,4/4/21,28,132,160,33,73,27,23,2,2,0,2021/04/12 14:53:23
Whatcom County,4/11/21,0,1,1,1,0,0,0,0,0,0,2021/04/12 14:53:23
Whitman County,3/15/20,0,3,3,0,2,0,0,1,0,0,2021/04/12 14:53:23
Whitman County,3/22/20,0,5,5,1,0,0,4,0,0,0,2021/04/12 14:53:23
Whitman County,3/29/20,0,4,4,0,2,1,1,0,0,0,2021/04/12 14:53:23
Whitman County,4/12/20,0,2,2,0,2,0,0,0,0,0,2021/04/12 14:53:23
Whitman County,4/19/20,0,1,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Whitman County,5/3/20,0,1,1,0,0,0,0,0,1,0,2021/04/12 14:53:23
Whitman County,5/10/20,0,2,2,0,2,0,0,0,0,0,2021/04/12 14:53:23
Whitman County,5/17/20,0,1,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Whitman County,5/24/20,0,1,1,0,1,0,0,0,0,0,2021/04/12 14:53:23
Whitman County,5/31/20,0,7,7,2,1,2,0,2,0,0,2021/04/12 14:53:23
Whitman County,6/7/20,0,2,2,1,1,0,0,0,0,0,2021/04/12 14:53:23
Whitman County,6/14/20,0,4,4,0,1,2,1,0,0,0,2021/04/12 14:53:23
Whitman County,6/21/20,0,5,5,0,2,1,1,1,0,0,2021/04/12 14:53:23
Whitman County,6/28/20,0,10,10,0,6,1,2,1,0,0,2021/04/12 14:53:23
Whitman County,7/5/20,0,7,7,2,3,2,0,0,0,0,2021/04/12 14:53:23
Whitman County,7/12/20,0,17,17,2,9,2,2,1,1,0,2021/04/12 14:53:23
Whitman County,7/19/20,0,16,16,1,4,1,8,2,0,0,2021/04/12 14:53:23
Whitman County,7/26/20,0,12,12,2,3,1,4,2,0,0,2021/04/12 14:53:23
Whitman County,8/2/20,0,31,31,8,14,5,3,1,0,0,2021/04/12 14:53:23
Whitman County,8/9/20,0,10,10,3,4,1,1,1,0,0,2021/04/12 14:53:23
Whitman County,8/16/20,0,135,135,29,105,1,0,0,0,0,2021/04/12 14:53:23
Whitman County,8/23/20,0,327,327,108,216,1,1,1,0,0,2021/04/12 14:53:23
Whitman County,8/30/20,0,305,305,98,202,3,2,0,0,0,2021/04/12 14:53:23
Whitman County,9/6/20,0,164,164,49,106,5,2,1,1,0,2021/04/12 14:53:23
Whitman County,9/13/20,0,111,111,45,61,3,0,2,0,0,2021/04/12 14:53:23
Whitman County,9/20/20,0,141,141,59,77,2,1,1,0,1,2021/04/12 14:53:23
Whitman County,9/27/20,0,90,90,33,43,4,3,4,3,0,2021/04/12 14:53:23
Whitman County,10/4/20,0,142,142,35,58,10,11,15,13,0,2021/04/12 14:53:23
Whitman County,10/11/20,0,135,135,37,45,12,17,14,10,0,2021/04/12 14:53:23
Whitman County,10/18/20,0,103,103,21,35,13,13,7,14,0,2021/04/12 14:53:23
Whitman County,10/25/20,0,60,60,9,16,8,10,12,5,0,2021/04/12 14:53:23
Whitman County,11/1/20,2,99,101,16,49,19,8,7,2,0,2021/04/12 14:53:23
Whitman County,11/8/20,0,142,142,23,70,25,15,4,5,0,2021/04/12 14:53:23
Whitman County,11/15/20,0,192,192,39,98,30,12,11,2,0,2021/04/12 14:53:23
Whitman County,11/22/20,0,91,91,16,42,12,15,5,1,0,2021/04/12 14:53:23
Whitman County,11/29/20,0,122,122,19,56,22,15,6,4,0,2021/04/12 14:53:23
Whitman County,12/6/20,0,75,75,7,31,14,7,8,8,0,2021/04/12 14:53:23
Whitman County,12/13/20,2,109,111,15,46,17,17,13,3,0,2021/04/12 14:53:23
Whitman County,12/20/20,4,78,82,5,22,8,6,14,27,0,2021/04/12 14:53:23
Whitman County,12/27/20,1,86,87,13,28,12,21,6,7,0,2021/04/12 14:53:23
Whitman County,1/3/21,1,106,107,16,45,17,16,6,7,0,2021/04/12 14:53:23
Whitman County,1/10/21,0,82,82,17,26,10,11,14,3,1,2021/04/12 14:53:23
Whitman County,1/17/21,0,85,85,14,47,8,9,5,2,0,2021/04/12 14:53:23
Whitman County,1/24/21,0,64,64,15,20,14,9,5,1,0,2021/04/12 14:53:23
Whitman County,1/31/21,0,46,46,17,11,10,6,2,0,0,2021/04/12 14:53:23
Whitman County,2/7/21,0,24,24,4,11,2,7,0,0,0,2021/04/12 14:53:23
Whitman County,2/14/21,0,43,43,20,8,7,7,0,0,1,2021/04/12 14:53:23
Whitman County,2/21/21,0,87,87,37,30,10,5,4,1,0,2021/04/12 14:53:23
Whitman County,2/28/21,2,99,101,48,42,6,5,0,0,0,2021/04/12 14:53:23
Whitman County,3/7/21,2,146,148,46,81,10,10,1,0,0,2021/04/12 14:53:23
Whitman County,3/14/21,0,76,76,21,43,7,3,2,0,0,2021/04/12 14:53:23
Whitman County,3/21/21,2,115,117,50,65,2,0,0,0,0,2021/04/12 14:53:23
Whitman County,3/28/21,1,90,91,34,53,2,2,0,0,0,2021/04/12 14:53:23
Whitman County,4/4/21,8,25,33,5,18,3,4,3,0,0,2021/04/12 14:53:23
Yakima County,3/8/20,0,8,8,0,1,1,1,4,1,0,2021/04/12 14:53:23
Yakima County,3/15/20,0,37,37,0,11,11,11,3,1,0,2021/04/12 14:53:23
Yakima County,3/22/20,0,151,151,2,30,41,32,28,17,1,2021/04/12 14:53:23
Yakima County,3/29/20,0,187,187,10,28,35,46,43,25,0,2021/04/12 14:53:23
Yakima County,4/5/20,0,221,221,12,44,52,64,34,15,0,2021/04/12 14:53:23
Yakima County,4/12/20,0,240,240,27,69,62,51,18,13,0,2021/04/12 14:53:23
Yakima County,4/19/20,0,259,259,15,80,64,57,27,16,0,2021/04/12 14:53:23
Yakima County,4/26/20,0,367,367,38,87,96,76,37,33,0,2021/04/12 14:53:23
Yakima County,5/3/20,0,499,499,51,155,127,103,36,27,0,2021/04/12 14:53:23
Yakima County,5/10/20,0,595,595,68,194,163,115,35,20,0,2021/04/12 14:53:23
Yakima County,5/17/20,0,668,668,83,227,166,129,53,10,0,2021/04/12 14:53:23
Yakima County,5/24/20,0,722,722,75,261,166,147,63,10,0,2021/04/12 14:53:23
Yakima County,5/31/20,0,980,980,131,357,241,178,62,11,0,2021/04/12 14:53:23
Yakima County,6/7/20,0,946,946,144,290,229,174,66,43,0,2021/04/12 14:53:23
Yakima County,6/14/20,1,845,846,137,289,195,146,54,25,0,2021/04/12 14:53:23
Yakima County,6/21/20,0,788,788,131,253,208,107,46,43,0,2021/04/12 14:53:23
Yakima County,6/28/20,0,659,659,106,209,154,118,40,32,0,2021/04/12 14:53:23
Yakima County,7/5/20,2,669,671,124,192,175,122,45,13,0,2021/04/12 14:53:23
Yakima County,7/12/20,0,512,512,84,178,127,84,31,8,0,2021/04/12 14:53:23
Yakima County,7/19/20,14,444,458,92,145,113,73,23,12,0,2021/04/12 14:53:23
Yakima County,7/26/20,22,343,365,52,119,88,67,26,11,2,2021/04/12 14:53:23
Yakima County,8/2/20,27,304,331,60,111,69,53,17,21,0,2021/04/12 14:53:23
Yakima County,8/9/20,15,249,264,42,90,57,45,18,12,0,2021/04/12 14:53:23
Yakima County,8/16/20,29,157,186,29,61,50,23,14,9,0,2021/04/12 14:53:23
Yakima County,8/23/20,35,129,164,18,58,37,30,10,11,0,2021/04/12 14:53:23
Yakima County,8/30/20,28,127,155,15,57,40,24,15,4,0,2021/04/12 14:53:23
Yakima County,9/6/20,26,97,123,14,53,27,23,5,1,0,2021/04/12 14:53:23
Yakima County,9/13/20,24,115,139,33,41,32,17,14,2,0,2021/04/12 14:53:23
Yakima County,9/20/20,21,122,143,29,43,41,18,9,3,0,2021/04/12 14:53:23
Yakima County,9/27/20,27,97,124,13,43,38,23,6,1,0,2021/04/12 14:53:23
Yakima County,10/4/20,29,100,129,23,40,37,18,10,1,0,2021/04/12 14:53:23
Yakima County,10/11/20,16,117,133,19,38,34,22,15,5,0,2021/04/12 14:53:23
Yakima County,10/18/20,31,130,161,32,45,47,21,10,6,0,2021/04/12 14:53:23
Yakima County,10/25/20,23,206,229,48,64,53,34,21,9,0,2021/04/12 14:53:23
Yakima County,11/1/20,40,216,256,43,83,53,53,17,7,0,2021/04/12 14:53:23
Yakima County,11/8/20,49,463,512,95,148,136,74,37,22,0,2021/04/12 14:53:23
Yakima County,11/15/20,74,696,770,103,240,199,136,73,19,0,2021/04/12 14:53:23
Yakima County,11/22/20,91,568,659,101,200,144,138,54,21,1,2021/04/12 14:53:23
Yakima County,11/29/20,128,987,1115,186,329,319,186,84,11,0,2021/04/12 14:53:23
Yakima County,12/6/20,104,937,1041,194,288,254,188,102,13,2,2021/04/12 14:53:23
Yakima County,12/13/20,227,1243,1470,229,441,372,258,133,37,0,2021/04/12 14:53:23
Yakima County,12/20/20,288,1058,1346,225,356,316,260,154,35,0,2021/04/12 14:53:23
Yakima County,12/27/20,235,1296,1531,257,490,349,275,132,27,1,2021/04/12 14:53:23
Yakima County,1/3/21,238,1315,1553,321,494,341,251,107,35,4,2021/04/12 14:53:23
Yakima County,1/10/21,172,852,1024,213,295,253,171,73,18,1,2021/04/12 14:53:23
Yakima County,1/17/21,83,637,720,144,200,177,136,51,12,0,2021/04/12 14:53:23
Yakima County,1/24/21,138,621,759,168,190,171,143,66,21,0,2021/04/12 14:53:23
Yakima County,1/31/21,144,441,585,145,152,133,99,45,11,0,2021/04/12 14:53:23
Yakima County,2/7/21,84,305,389,83,109,103,55,36,3,0,2021/04/12 14:53:23
Yakima County,2/14/21,67,244,311,59,95,86,51,17,3,0,2021/04/12 14:53:23
Yakima County,2/21/21,59,250,309,71,90,76,51,11,9,1,2021/04/12 14:53:23
Yakima County,2/28/21,66,230,296,73,86,72,48,14,2,1,2021/04/12 14:53:23
Yakima County,3/7/21,67,243,310,65,96,81,49,16,2,1,2021/04/12 14:53:23
Yakima County,3/14/21,74,173,247,69,73,50,42,13,0,0,2021/04/12 14:53:23
Yakima County,3/21/21,67,234,301,64,91,85,44,15,1,1,2021/04/12 14:53:23
Yakima County,3/28/21,96,257,353,80,104,93,54,13,9,0,2021/04/12 14:53:23
Yakima County,4/4/21,55,231,286,69,91,68,37,19,2,0,2021/04/12 14:53:23
Yakima County,4/11/21,0,2,2,0,1,0,1,0,0,0,2021/04/12 14:53:23
Unassigned,5/10/20,0,1,1,0,0,0,1,0,0,0,2021/04/12 14:53:23
Unassigned,5/17/20,0,6,6,0,2,3,1,0,0,0,2021/04/12 14:53:23
Unassigned,5/24/20,0,5,5,0,2,2,1,0,0,0,2021/04/12 14:53:23
Unassigned,6/7/20,0,1,1,0,0,1,0,0,0,0,2021/04/12 14:53:23
Unassigned,6/14/20,0,5,5,0,4,1,0,0,0,0,2021/04/12 14:53:23
Unassigned,6/21/20,0,5,5,0,3,2,0,0,0,0,2021/04/12 14:53:23
Unassigned,6/28/20,0,8,8,0,6,0,1,1,0,0,2021/04/12 14:53:23
Unassigned,7/5/20,0,21,21,1,11,7,2,0,0,0,2021/04/12 14:53:23
Unassigned,7/12/20,0,22,22,3,7,4,6,0,2,0,2021/04/12 14:53:23
Unassigned,7/19/20,0,38,38,2,15,13,6,1,1,0,2021/04/12 14:53:23
Unassigned,7/26/20,0,19,19,2,7,6,3,1,0,0,2021/04/12 14:53:23
Unassigned,8/2/20,0,35,35,5,19,9,2,0,0,0,2021/04/12 14:53:23
Unassigned,8/9/20,0,16,16,2,10,3,1,0,0,0,2021/04/12 14:53:23
Unassigned,8/16/20,0,25,25,5,9,9,2,0,0,0,2021/04/12 14:53:23
Unassigned,8/23/20,0,27,27,5,17,3,1,1,0,0,2021/04/12 14:53:23
Unassigned,8/30/20,0,17,17,3,11,2,0,0,1,0,2021/04/12 14:53:23
Unassigned,9/6/20,0,11,11,2,5,2,0,2,0,0,2021/04/12 14:53:23
Unassigned,9/13/20,0,14,14,4,4,5,1,0,0,0,2021/04/12 14:53:23
Unassigned,9/20/20,0,11,11,1,5,4,1,0,0,0,2021/04/12 14:53:23
Unassigned,9/27/20,0,16,16,0,8,6,1,1,0,0,2021/04/12 14:53:23
Unassigned,10/4/20,0,19,19,1,13,5,0,0,0,0,2021/04/12 14:53:23
Unassigned,10/11/20,0,15,15,0,7,4,4,0,0,0,2021/04/12 14:53:23
Unassigned,10/18/20,0,10,10,2,3,5,0,0,0,0,2021/04/12 14:53:23
Unassigned,10/25/20,0,9,9,2,1,3,2,0,1,0,2021/04/12 14:53:23
Unassigned,11/1/20,0,21,21,1,9,9,1,0,0,1,2021/04/12 14:53:23
Unassigned,11/8/20,0,24,24,2,7,5,4,2,0,4,2021/04/12 14:53:23
Unassigned,11/15/20,0,33,33,5,7,12,4,4,0,1,2021/04/12 14:53:23
Unassigned,11/22/20,0,33,33,0,5,17,11,0,0,0,2021/04/12 14:53:23
Unassigned,11/29/20,0,634,634,3,235,252,94,13,4,33,2021/04/12 14:53:23
Unassigned,12/6/20,2,131,133,3,50,35,35,9,1,0,2021/04/12 14:53:23
Unassigned,12/13/20,0,25,25,1,6,4,3,0,0,11,2021/04/12 14:53:23
Unassigned,12/20/20,2,10,12,0,3,4,3,0,1,1,2021/04/12 14:53:23
Unassigned,12/27/20,0,14,14,0,5,4,4,1,0,0,2021/04/12 14:53:23
Unassigned,1/3/21,1,12,13,2,6,1,3,0,1,0,2021/04/12 14:53:23
Unassigned,1/10/21,3,56,59,6,21,24,5,0,1,2,2021/04/12 14:53:23
Unassigned,1/17/21,0,11,11,1,5,4,1,0,0,0,2021/04/12 14:53:23
Unassigned,1/24/21,0,8,8,2,2,1,2,0,1,0,2021/04/12 14:53:23
Unassigned,1/31/21,0,2,2,0,1,1,0,0,0,0,2021/04/12 14:53:23
